filename	acq_time	operator	randstr
anat/sub-LJ002_ses-LJ002MR1_acq-mprage_T1w.nii.gz	2018-10-17T16:59:58.135000	n/a	fb5cb0fa
func/sub-LJ002_ses-LJ002MR1_task-judge_bold.nii.gz	2018-10-17T17:06:10.225000	n/a	09f2bb54
